WORD,COUNT,RANK
backward,1,1704
"bad,",1,1705
badg'd,1,1706
baited,1,1707
bake:,1,1708
"balles,",1,1709
balme,1,1710
"bane,",1,1711
banish'd,1,1712
banke,1,1713
banquets,1,1714
banquoh?,1,1715
bare,1,1716
bare-fac'd,1,1717
barke,1,1718
barlet,1,1719
barren,1,1720
basis,1,1721
bat,1,1722
"bat,",1,1723
"bath,",1,1724
bathe,1,1725
battaile's,1,1726
battell.,1,1727
batter'd,1,1728
battlements,1,1729
battlements.,1,1730
be.,1,1731
be?,1,1732
bear't,1,1733
beard,1,1734
"beard,",1,1735
beards,1,1736
beare-like,1,1737
beast,1,1738
"beaten,",1,1739
"beauteous,",1,1740
bed:,1,1741
bed;,1,1742
bed?,1,1743
beds,1,1744
bee't,1,1745
"bee,",1,1746
bee:,1,1747
beest,1,1748
"beetle,",1,1749
befor't,1,1750
before?,1,1751
begge,1,1752
"begge,",1,1753
begger'd,1,1754
beguile,1,1755
begun,1,1756
"begun,",1,1757
behinde.,1,1758
"behold,",1,1759
behold:,1,1760
"being,",1,1761
beleefe,1,1762
"beleefe,",1,1763
"beleeu'd,",1,1764
beleeue;,1,1765
"bell,",1,1766
"bell-man,",1,1767
bell:,1,1768
bellona's,1,1769
belt,1,1770
belzebub?,1,1771
bend,1,1772
"bene,",1,1773
beneath,1,1774
benediction.,1,1775
benefit,1,1776
bent,1,1777
benyson,1,1778
beside,1,1779
beside;,1,1780
"besides,",1,1781
bestow'd,1,1782
bestowes,1,1783
bestride,1,1784
betray,1,1785
betray's,1,1786
"better,",1,1787
bidding,1,1788
"bides,",1,1789
bids,1,1790
"bill,",1,1791
binde,1,1792
"bird,",1,1793
birds),1,1794
birnan.,1,1795
birth),1,1796
birth-strangled,1,1797
birthdome:,1,1798
"black,",1,1799
"blacke,",1,1800
blade,1,1801
"blade,",1,1802
bladed,1,1803
blames,1,1804
blanch'd,1,1805
blanket,1,1806
blaspheme,1,1807
blaspheming,1,1808
"blast,",1,1809
blasted,1,1810
bleed,1,1811
bleed:,1,1812
bleeding,1,1813
"bleeding,",1,1814
"bleeds,",1,1815
blessed,1,1816
"blessing,",1,1817
blessings,1,1818
blinde-wormes,1,1819
blisters,1,1820
blood-bolter'd,1,1821
blood.,1,1822
blood:,1,1823
bloodie,1,1824
bloodier,1,1825
"blow,",1,1826
blowes,1,1827
blown,1,1828
blowne,1,1829
blunt,1,1830
"boadments,",1,1831
boasting,1,1832
body,1,1833
"body,",1,1834
body?,1,1835
"bold,",1,1836
bold:,1,1837
bond,1,1838
"bond,",1,1839
bonelesse,1,1840
"bones,",1,1841
bonfire.,1,1842
"booke,",1,1843
boot,1,1844
bore,1,1845
borrowed,1,1846
borrower,1,1847
bosomes,1,1848
"bosomes,",1,1849
botches,1,1850
"both,",1,1851
"bottome,",1,1852
"bough,",1,1853
boughes.,1,1854
bound,1,1855
boundlesse,1,1856
bounteous,1,1857
"bounty,",1,1858
bow'd,1,1859
boy,1,1860
boy.,1,1861
boy?,1,1862
brag,1,1863
braggart,1,1864
braine,1,1865
braine-sickly,1,1866
braine?,1,1867
brandish'd,1,1868
brandisht,1,1869
brauely,1,1870
breach,1,1871
"breath,",1,1872
breech'd,1,1873
breed,1,1874
breed?,1,1875
breefe,1,1876
"brest,",1,1877
brest?,1,1878
"brests,",1,1879
brew'd,1,1880
"bridegroome,",1,1881
briefely,1,1882
brightest,1,1883
brinded,1,1884
brings,1,1885
broad,1,1886
brother?,1,1887
browes:,1,1888
brows,1,1889
"broyle,",1,1890
bruited.,1,1891
"bubbles,",1,1892
buckle,1,1893
buffets,1,1894
building,1,1895
built,1,1896
buriall,1,1897
buried;,1,1898
burne,1,1899
burnt,1,1900
"bury,",1,1901
businesse:,1,1902
businesse?,1,1903
"butcher,",1,1904
"buttrice,",1,1905
buy,1,1906
"by,",1,1907
by?,1,1908
byrnam,1,1909
"byrnane,",1,1910
byth',1,1911
"cabin'd,",1,1912
caesar.,1,1913
caldron,1,1914
caldron?,1,1915
call'd:,1,1916
call's,1,1917
call'st,1,1918
"call,",1,1919
call.,1,1920
calling,1,1921
cam'st,1,1922
can'st,1,1923
can:,1,1924
cancell,1,1925
"candle,",1,1926
candles,1,1927
cannons,1,1928
"capitall,",1,1929
"caps,",1,1930
captaine.,1,1931
"captaines,",1,1932
captiuitie:,1,1933
card.,1,1934
"care,",1,1935
care:,1,1936
carelesse,1,1937
carowsing,1,1938
carried,1,1939
carry,1,1940
carry.,1,1941
caru'd,1,1942
"cases,",1,1943
casing,1,1944
castle.,1,1945
catalogue,1,1946
"cause,",1,1947
cawdron,1,1948
"cease,",1,1949
celebrates,1,1950
censures,1,1951
"centinell,",1,1952
"ceremony,",1,1953
certaine),1,1954
cesterne,1,1955
"chafes,",1,1956
challenge,1,1957
challice,1,1958
chamber:,1,1959
chamberlaines,1,1960
chambers,1,1961
champion,1,1962
chanc'd:,1,1963
charge.,1,1964
charme's,1,1965
"charme,",1,1966
charnell,1,1967
chastise,1,1968
"chawdron,",1,1969
cheapely,1,1970
check,1,1971
cheefest,1,1972
cheekes,1,1973
"cheekes,",1,1974
"cheere,",1,1975
"cherubin,",1,1976
chestnuts,1,1977
"chickens,",1,1978
chid,1,1979
childe.,1,1980
childe?,1,1981
"childhood,",1,1982
children.,1,1983
children?,1,1984
childrens,1,1985
chimneys,1,1986
choake,1,1987
choppie,1,1988
"chops,",1,1989
"choughes,",1,1990
christendome,1,1991
"chuck,",1,1992
churches:,1,1993
clamor,1,1994
clamor'd,1,1995
clamorous,1,1996
"clatter,",1,1997
clayme,1,1998
cleane,1,1999
cleane?,1,2000
cleanse,1,2001
"cleare,",1,2002
cleare:,1,2003
clearenesse;,1,2004
cleares,1,2005
cleere,1,2006
"cleere,",1,2007
climbe,1,2008
clipt,1,2009
clogges,1,2010
clos'd:,1,2011
"close,",1,2012
"closset,",1,2013
"cloud,",1,2014
"clowd,",1,2015
clowdy,1,2016
cloyster'd,1,2017
clutch,1,2018
cock:,1,2019
coigne,1,2020
cold:,1,2021
"colmekill,",1,2022
colmes,1,2023
colour:,1,2024
colours,1,2025
"colours,",1,2026
com'st,1,2027
combin'd,1,2028
"combustion,",1,2029
come:,1,2030
comfort.,1,2031
comforted.,1,2032
"command,",1,2033
command:,1,2034
commanded:,1,2035
"commands,",1,2036
commencing,1,2037
"commendations,",1,2038
commends,1,2039
"comming,",1,2040
comming.,1,2041
comming:,1,2042
commission,1,2043
committed,1,2044
"companie,",1,2045
companions,1,2046
company?,1,2047
compar'd,1,2048
compast,1,2049
compell'd,1,2050
compose,1,2051
composition:,1,2052
"compt,",1,2053
compunctious,1,2054
"conceiue,",1,2055
concerne,1,2056
"conclude,",1,2057
concluded:,1,2058
"conclusion,",1,2059
"concord,",1,2060
condemne,1,2061
conduct,1,2062
"conference,",1,2063
confess'd,1,2064
"confess'd,",1,2065
confessing,1,2066
confident,1,2067
"confin'd,",1,2068
confinelesse,1,2069
confirme,1,2070
"conflict,",1,2071
confounds,1,2072
confronted,1,2073
confus'd,1,2074
confusion,1,2075
confusion.,1,2076
coniure,1,2077
"consent,",1,2078
"consequence,",1,2079
consequence.,1,2080
"consequences,",1,2081
consider,1,2082
consider'd,1,2083
consort,1,2084
conspirers,1,2085
constancie,1,2086
constrained,1,2087
construction,1,2088
"contend,",1,2089
contending,1,2090
content,1,2091
content:,1,2092
contented.,1,2093
continent,1,2094
"continually,",1,2095
continue,1,2096
"continue,",1,2097
continued.,1,2098
contradict,1,2099
contriuer,1,2100
conuert,1,2101
conuey,1,2102
"conuince,",1,2103
conuinces,1,2104
cool'd,1,2105
coole,1,2106
"coole,",1,2107
"cooz,",1,2108
coppie's,1,2109
corne,1,2110
corner,1,2111
corporall,1,2112
"corporall,",1,2113
cosin,1,2114
"cosin,",1,2115
"cosine,",1,2116
"cosins,",1,2117
coueted,1,2118
could'st,1,2119
could'st.,1,2120
councell:,1,2121
counsail'd,1,2122
counsailers,1,2123
countenance,1,2124
"counterfeit,",1,2125
"countrey,",1,2126
countreyes,1,2127
countryman:,1,2128
courage,1,2129
"course,",1,2130
course.,1,2131
courst,1,2132
"court,",1,2133
court?,1,2134
"cousins,",1,2135
cow'd,1,2136
coward,1,2137
"coward,",1,2138
"cozen,",1,2139
cozens,1,2140
cracke,1,2141
"cracks,",1,2142
"cradle,",1,2143
craue,1,2144
craues,1,2145
crauing,1,2146
"craz'd,",1,2147
cream-fac'd,1,2148
create,1,2149
"creation,",1,2150
creepes,1,2151
"crests,",1,2152
crew,1,2153
"crib'd,",1,2154
crickets,1,2155
cries,1,2156
"cries,",1,2157
"crime,",1,2158
croakes,1,2159
crost:,1,2160
crow,1,2161
crown,1,2162
"crowned,",1,2163
"crownes,",1,2164
"cruell,",1,2165
crueltie:,1,2166
"cruelty,",1,2167
"cry'd,",1,2168
cry'd?,1,2169
cry.,1,2170
cry?,1,2171
"cryes,",1,2172
cryes.,1,2173
crying,1,2174
curbing,1,2175
cure:,1,2176
"cures,",1,2177
"curres,",1,2178
curriors,1,2179
curse,1,2180
curse.,1,2181
"curses,",1,2182
curtain'd,1,2183
custome.,1,2184
custome:,1,2185
"cut,",1,2186
"cut-throats,",1,2187
"cyme,",1,2188
dagger,1,2189
"dagger,",1,2190
daggers:,1,2191
daintie,1,2192
dame:,1,2193
dames,1,2194
damme,1,2195
damnation,1,2196
damne,1,2197
"dance,",1,2198
dangerous,1,2199
"dare,",1,2200
dare:,1,2201
"darefull,",1,2202
"dares,",1,2203
"darke,",1,2204
darke:,1,2205
dasht,1,2206
"daughters,",1,2207
dauntlesse,1,2208
day?,1,2209
dead?,1,2210
deadly,1,2211
deadmans,1,2212
deafe,1,2213
deaftly,1,2214
deale,1,2215
death:,1,2216
death;,1,2217
death?,1,2218
deaths,1,2219
"debt,",1,2220
"deceitfull,",1,2221
deceiue,1,2222
decision,1,2223
dedicate,1,2224
deed.,1,2225
deed?,1,2226
deedes,1,2227
deepely,1,2228
deeper:,1,2229
deepest,1,2230
deerest,1,2231
"defect,",1,2232
"degrees,",1,2233
deigne,1,2234
delicate.,1,2235
delights.,1,2236
delinquents,1,2237
deliuer,1,2238
deliuers,1,2239
demand,1,2240
"demerits,",1,2241
demy-wolues,1,2242
denies,1,2243
deny,1,2244
deny't.,1,2245
"deny,",1,2246
depart.,1,2247
desart,1,2248
descend.,1,2249
descended?,1,2250
desert,1,2251
deseruers.,1,2252
designe,1,2253
desir'd,1,2254
"desire,",1,2255
desire?,1,2256
desires:,1,2257
desolate,1,2258
destinie.,1,2259
destroy,1,2260
"destroy,",1,2261
destroying,1,2262
detraction.,1,2263
deuill-porter,1,2264
deuill.,1,2265
deuils,1,2266
"deuotion,",1,2267
deuoure,1,2268
dew,1,2269
diamond,1,2270
did'st,1,2271
"did,",1,2272
did:,1,2273
did?,1,2274
die:,1,2275
digestion,1,2276
digg'd,1,2277
"dignities,",1,2278
dignity,1,2279
diminitiue,1,2280
dire,1,2281
direction,1,2282
"direction,",1,2283
directly,1,2284
direfull,1,2285
direnesse,1,2286
direst,1,2287
dis-eate,1,2288
dis-heartens,1,2289
"dis-ioynt,",1,2290
"disasters,",1,2291
"disbursed,",1,2292
discerne,1,2293
discharge,1,2294
discomfort,1,2295
discomfort.,1,2296
discouery,1,2297
disdayning,1,2298
"diseas'd,",1,2299
"disease,",1,2300
"disgrace,",1,2301
disgrace.,1,2302
disguising,1,2303
dishes,1,2304
"dishonors,",1,2305
disloyall,1,2306
"dismall,",1,2307
dismay'd,1,2308
dismisse,1,2309
disorder,1,2310
dispatch'd?,1,2311
"dispatch,",1,2312
dispatch.,1,2313
dispise,1,2314
displac'd,1,2315
disposition,1,2316
dispute,1,2317
distance,1,2318
"distance,",1,2319
distemper'd,1,2320
distill'd,1,2321
distinguishes,1,2322
"distracted,",1,2323
distresses,1,2324
ditch,1,2325
ditch-deliuer'd,1,2326
diuellish,1,2327
diuers,1,2328
"diuine,",1,2329
diuision,1,2330
do'st,1,2331
do),1,2332
do:,1,2333
do?,1,2334
doctor?,1,2335
doe?,1,2336
does:,1,2337
doffe,1,2338
dogge:,1,2339
dogges:,1,2340
"dogs,",1,2341
"dollars,",1,2342
dolour,1,2343
"domestique,",1,2344
don't.,1,2345
don't:,1,2346
don't?,1,2347
don.,1,2348
donalbaine.,1,2349
donalbaine:,1,2350
done.,1,2351
doo't,1,2352
doo't:,1,2353
doome?,1,2354
doomes,1,2355
doore,1,2356
doores,1,2357
doubly,1,2358
"doubt,",1,2359
"doubts,",1,2360
doubts.,1,2361
down:,1,2362
downey,1,2363
downfall,1,2364
"drab,",1,2365
"dragon,",1,2366
draw.,1,2367
"drawne,",1,2368
dread,1,2369
dreadfull,1,2370
"dreadfull,",1,2371
dreames,1,2372
"dreames,",1,2373
dreamt,1,2374
drenched,1,2375
dresse,1,2376
drest,1,2377
dreyne,1,2378
drie,1,2379
"droope,",1,2380
drop,1,2381
drops,1,2382
"drowse,",1,2383
drowsie,1,2384
drugg'd,1,2385
drugge,1,2386
"drumme,",1,2387
drumme:,1,2388
"drunk,",1,2389
"drunke,",1,2390
"dudgeon,",1,2391
"due,",1,2392
dues,1,2393
"duff,",1,2394
dull,1,2395
duncan.,1,2396
duncan?,1,2397
dunnest,1,2398
dunsinane.,1,2399
dunsmane,1,2400
durst,1,2401
dusty,1,2402
duties:,1,2403
dwarfish,1,2404
dwell,1,2405
"dwindle,",1,2406
"dy'de,",1,2407
"dye,",1,2408
dye.,1,2409
dyed,1,2410
"dying,",1,2411
dyre,1,2412
eagles;,1,2413
eare,1,2414
eare.,1,2415
eares,1,2416
"eares,",1,2417
"earles,",1,2418
"earth,",1,2419
earth-bound,1,2420
earthly,1,2421
easie.,1,2422
easier,1,2423
east,1,2424
"eccho,",1,2425
ecclipse:,1,2426
"edward,",1,2427
"effect,",1,2428
effects,1,2429
egge?,1,2430
eight,1,2431
eighth,1,2432
either,1,2433
"eldest,",1,2434
"else,",1,2435
elues,1,2436
embrace,1,2437
"eminence,",1,2438
empty,1,2439
emptying,1,2440
encounter,1,2441
end.,1,2442
end:,1,2443
ends,1,2444
"ends,",1,2445
endure,1,2446
enemie.,1,2447
enfold,1,2448
england?,1,2449
enkindle,1,2450
enow,1,2451
"enow,",1,2452
enrage,1,2453
enrages,1,2454
enterprize,1,2455
entrailes,1,2456
entrance,1,2457
entrance:,1,2458
entreat,1,2459
entry:,1,2460
"envernes,",1,2461
"epicures,",1,2462
equiuocate,1,2463
equiuocates,1,2464
equiuocation,1,2465
equiuocator,1,2466
"equiuocator,",1,2467
equiuocator.,1,2468
ermites,1,2469
erre,1,2470
especially,1,2471
establish,1,2472
esteem'st,1,2473
esteeme,1,2474
esteeme?,1,2475
eterne,1,2476
euen-handed,1,2477
euen:,1,2478
"euent,",1,2479
"euents,",1,2480
euer?,1,2481
euerlasting,1,2482
euill.,1,2483
euils,1,2484
"euils,",1,2485
exasperate,1,2486
except,1,2487
excite,1,2488
exeunt,1,2489
exil'd,1,2490
exit.,1,2491
expectation,1,2492
"expectation,",1,2493
expedition,1,2494
expence,1,2495
expire,1,2496
exploits:,1,2497
exposure;,1,2498
extasie.,1,2499
extasie:,1,2500
extend,1,2501
eye-bals.,1,2502
eyes!,1,2503
eyes?,1,2504
eyther,1,2505
fac'd,1,2506
face.,1,2507
"fact,",1,2508
faculties,1,2509
faile,1,2510
faine,1,2511
"faint,",1,2512
"faire,",1,2513
faire?,1,2514
fairer,1,2515
fairest,1,2516
fairies,1,2517
"faith,",1,2518
faith-breach:,1,2519
faithfull,1,2520
"fall,",1,2521
falles,1,2522
falne,1,2523
familiar,1,2524
fanne,1,2525
far,1,2526
"farewell,",1,2527
farewell.,1,2528
"farmer,",1,2529
farrow:,1,2530
farther:,1,2531
farwell,1,2532
farwell.,1,2533
"fate,",1,2534
fate:,1,2535
father'd,1,2536
father's,1,2537
"father,",1,2538
father-lesse,1,2539
father:,1,2540
fathers,1,2541
"fathers,",1,2542
faulcon,1,2543
"fauor,",1,2544
"fauors,",1,2545
fauour:,1,2546
fayl'd,1,2547
fayle:,1,2548
fear'd.,1,2549
feare),1,2550
feare?,1,2551
fearefull,1,2552
"feares,",1,2553
feares.,1,2554
feares:,1,2555
"feasts,",1,2556
feat.,1,2557
fed:,1,2558
fee-griefe,1,2559
"feed,",1,2560
feed.,1,2561
feede,1,2562
"feeling,",1,2563
fellow,1,2564
"fellow,",1,2565
fellowes,1,2566
"fellowes,",1,2567
felt,1,2568
fenny,1,2569
"feuer,",1,2570
"feuorous,",1,2571
few,1,2572
fie,1,2573
"fie,",1,2574
"field,",1,2575
field:,1,2576
fiend,1,2577
"fiend,",1,2578
fiend-like,1,2579
fiends,1,2580
fife,1,2581
"fife,",1,2582
fife:,1,2583
fife;,1,2584
"fiffe,",1,2585
fight:,1,2586
"fighting,",1,2587
fighting.,1,2588
fil'd,1,2589
"file,",1,2590
fillet,1,2591
filling,1,2592
filthy,1,2593
finding,1,2594
finis.,1,2595
fire.,1,2596
"fires,",1,2597
firme-set,1,2598
"first,",1,2599
first.,1,2600
first:,1,2601
fitfull,1,2602
fitnesse,1,2603
fits,1,2604
fix'd,1,2605
flame,1,2606
flattering,1,2607
flawes,1,2608
fleance,1,2609
"fleance,",1,2610
fleans.,1,2611
fleans:,1,2612
"fled,",1,2613
fled:,1,2614
flesh,1,2615
flighty,1,2616
floate,1,2617
flong,1,2618
flowers,1,2619
flowne,1,2620
flowt,1,2621
flyes?,1,2622
flying,1,2623
foe:,1,2624
foes,1,2625
foes.,1,2626
fogge,1,2627
foggy,1,2628
folde,1,2629
followes,1,2630
folly,1,2631
folly.,1,2632
foolish,1,2633
fools:,1,2634
foorth,1,2635
foorth:,1,2636
foot,1,2637
foot:,1,2638
for't,1,2639
for't.,1,2640
for't:,1,2641
forbid,1,2642
forbid:,1,2643
forc'd,1,2644
"force,",1,2645
forge,1,2646
forget:,1,2647
forgot,1,2648
"forgotten,",1,2649
forgotten.,1,2650
"forke,",1,2651
forme,1,2652
former.,1,2653
forraine,1,2654
forrest,1,2655
"forrest,",1,2656
"forsworne,",1,2657
fortifies:,1,2658
"fortitude,",1,2659
fought,1,2660
"fought,",1,2661
foundations:,1,2662
founded,1,2663
fountaine,1,2664
fourth?,1,2665
fowly,1,2666
"foysons,",1,2667
frailties,1,2668
frame,1,2669
"franchis'd,",1,2670
frankly,1,2671
free:,1,2672
freely?,1,2673
french,1,2674
fresh,1,2675
frets,1,2676
"frets,",1,2677
"friend,",1,2678
friend:,1,2679
friend;,1,2680
friends.,1,2681
friends:,1,2682
"frieze,",1,2683
fright,1,2684
"frogge,",1,2685
"front,",1,2686
fruitlesse,1,2687
fry,1,2688
full:,1,2689
"fulnesse,",1,2690
"fume,",1,2691
function,1,2692
furbusht,1,2693
"furie,",1,2694
"furious,",1,2695
further.,1,2696
further:,1,2697
fury,1,2698
"fury,",1,2699
future,1,2700
"fye,",1,2701
gaines:,1,2702
gall,1,2703
"gall,",1,2704
gallopping,1,2705
gallowgrosses,1,2706
gap,1,2707
"garments,",1,2708
gash,1,2709
gash'd,1,2710
"gate,",1,2711
gate:,1,2712
gaze,1,2713
geese,1,2714
"generall,",1,2715
genius,1,2716
gentleman,1,2717
"gentleman,",1,2718
gentleman:,1,2719
gentlemen,1,2720
"gentlemen,",1,2721
gentlemen:,1,2722
gentlemen?,1,2723
gentlewoman.,1,2724
gently,1,2725
gentry;,1,2726
"germaine,",1,2727
ghost,1,2728
ghosts,1,2729
giants,1,2730
"gibbet,",1,2731
"gift,",1,2732
gin,1,2733
girle.,1,2734
giues.,1,2735
giuing,1,2736
gladly,1,2737
glamys,1,2738
glare,1,2739
glasse,1,2740
"glasse,",1,2741
glimmers,1,2742
glory,1,2743
"glosse,",1,2744
go:,1,2745
goary,1,2746
"goate,",1,2747
"god,",1,2748
god-eyld,1,2749
goe?,1,2750
"gold-bound-brow,",1,2751
"golgotha,",1,2752
"gon,",1,2753
gone?,1,2754
good-night.,1,2755
good:,1,2756
good?,1,2757
goodly,1,2758
goodnight,1,2759
"goodnight,",1,2760
goodnight.,1,2761
goose-looke,1,2762
goose.,1,2763
gore:,1,2764
gorgon.,1,2765
gos't?,1,2766
"gospell'd,",1,2767
got,1,2768
got'st,1,2769
"got,",1,2770
gouern?,1,2771
"gouerne,",1,2772
gouts,1,2773
grac'd,1,2774
grace.,1,2775
"graces,",1,2776
"grafted,",1,2777
graine,1,2778
grandam:,1,2779
grant,1,2780
grapples,1,2781
"graspe,",1,2782
graue,1,2783
graue:,1,2784
graue;,1,2785
graunt,1,2786
gray-malkin,1,2787
"great,",1,2788
greatnesse),1,2789
greaze,1,2790
greefe,1,2791
greene,1,2792
"greene,",1,2793
greetes,1,2794
greeting?,1,2795
grewell,1,2796
"greyhounds,",1,2797
griefe?,1,2798
griefes,1,2799
grim,1,2800
"gripe,",1,2801
"groanes,",1,2802
groue,1,2803
ground,1,2804
ground;,1,2805
growing.,1,2806
growne,1,2807
guardian,1,2808
guesse,1,2809
guests,1,2810
guide,1,2811
guift,1,2812
guild,1,2813
guilt,1,2814
guilt.,1,2815
"guise,",1,2816
gulfe,1,2817
"gummes,",1,2818
"ha's,",1,2819
ha's?,1,2820
"ha,",1,2821
hackt.,1,2822
hadst,1,2823
"hagges,",1,2824
hags?,1,2825
hah:,1,2826
"haires,",1,2827
hall,1,2828
handle,1,2829
"hang'd,",1,2830
hanging,1,2831
hangmans,1,2832
hangs,1,2833
happily,1,2834
happinesse,1,2835
"happy,",1,2836
happyer,1,2837
harbingers,1,2838
hardie,1,2839
hardly,1,2840
"hare,",1,2841
"harme,",1,2842
harme.,1,2843
harme?,1,2844
harmes,1,2845
"harmes,",1,2846
harnesse,1,2847
harp'd,1,2848
harpier,1,2849
harrold,1,2850
harts,1,2851
haruest,1,2852
"hast,",1,2853
hast:,1,2854
haste,1,2855
hat,1,2856
hatch'd,1,2857
hatefull,1,2858
haue:,1,2859
"hauing,",1,2860
haunt,1,2861
haunt:,1,2862
hawkt,1,2863
hay:,1,2864
hayl'd,1,2865
he:,1,2866
head:,1,2867
head;,1,2868
heads,1,2869
heads:,1,2870
healing,1,2871
"health,",1,2872
heap'd,1,2873
hear'st,1,2874
hearers,1,2875
"heark,",1,2876
hearke:,1,2877
heart;,1,2878
heart?,1,2879
"hearts,",1,2880
hearty,1,2881
heat,1,2882
heat-oppressed,1,2883
heauenly,1,2884
heauiest,1,2885
heauily,1,2886
hecat.,1,2887
hedge-pigge,1,2888
hee:,1,2889
heere.,1,2890
heereafter;,1,2891
"heire,",1,2892
held,1,2893
"hell-broth,",1,2894
"hell-hound,",1,2895
hell-kite!,1,2896
"helpe,",1,2897
helpe:,1,2898
"hemlocke,",1,2899
hence:,1,2900
hence?,1,2901
henceforth,1,2902
"herbenger,",1,2903
here.,1,2904
here:,1,2905
hereafter,1,2906
herein,1,2907
hew,1,2908
hid,1,2909
"hid,",1,2910
hidden,1,2911
hideous,1,2912
highnesse?,1,2913
him?,1,2914
"himselfe,",1,2915
himselfe?,1,2916
hircan,1,2917
"his,",1,2918
his.,1,2919
his:,1,2920
hisse,1,2921
hit,1,2922
hit.,1,2923
hither:,1,2924
hoa?,1,2925
"hoarse,",1,2926
"hoast,",1,2927
hoboyes,1,2928
"hoboyes,",1,2929
hoboyes.,1,2930
hold.,1,2931
holds,1,2932
"hole,",1,2933
holily,1,2934
holily:,1,2935
holp,1,2936
"homage,",1,2937
"home,",1,2938
home.,1,2939
home:,1,2940
homely,1,2941
homeward,1,2942
honest:,1,2943
honor'd,1,2944
honor.,1,2945
"honors,",1,2946
honour'd,1,2947
hoodwinke:,1,2948
"hope,",1,2949
hope:,1,2950
horror,1,2951
horror.,1,2952
"horrors,",1,2953
hors'd,1,2954
horse,1,2955
"horse,",1,2956
horse.,1,2957
horse:,1,2958
hose:,1,2959
host,1,2960
"host,",1,2961
host:,1,2962
"hostesse,",1,2963
hostesse.,1,2964
hostesse:,1,2965
hoter,1,2966
houer,1,2967
"hounds,",1,2968
houre:,1,2969
house,1,2970
"house,",1,2971
"house-keeper,",1,2972
"houses,",1,2973
"how,",1,2974
howl'd,1,2975
howle's,1,2976
"howle,",1,2977
howlets,1,2978
humble,1,2979
humbly,1,2980
humh:,1,2981
"hums,",1,2982
hums;,1,2983
hunger,1,2984
"hunter,",1,2985
hurley-burley's,1,2986
hurt,1,2987
hurts,1,2988
husband's,1,2989
"husband,",1,2990
husbandry,1,2991
"hush,",1,2992
hye,1,2993
hyr'd,1,2994
i'faith,1,2995
i'the,1,2996
i.,1,2997
i:,1,2998
"ideot,",1,2999
"iealousies,",1,3000
"iew,",1,3001
iewell,1,3002
"iewels,",1,3003
il'd,1,3004
ill-composd,1,3005
ill:,1,3006
ill;,1,3007
ill?,1,3008
illnesse,1,3009
"illusion,",1,3010
image,1,3011
image:,1,3012
images,1,3013
imaginings:,1,3014
impediments,1,3015
impeides,1,3016
imperfect,1,3017
implor'd,1,3018
impresse,1,3019
"impresse,",1,3020
in's,1,3021
in't.,1,3022
in.,1,3023
"incarnardine,",1,3024
"incens'd,",1,3025
inchanting,1,3026
inclinde,1,3027
"indeed,",1,3028
indeed.,1,3029
indeede:,1,3030
indissoluble,1,3031
indure,1,3032
industrious,1,3033
infirme,1,3034
"infirmity,",1,3035
inform'd,1,3036
informes,1,3037
ingratitude,1,3038
inhabit,1,3039
inhabitants,1,3040
initiate,1,3041
"inne,",1,3042
insane,1,3043
instant,1,3044
"instant,",1,3045
"instructions,",1,3046
instrument,1,3047
instruments,1,3048
"integrity,",1,3049
"intelligence,",1,3050
intemperance,1,3051
"intent,",1,3052
interdiction,1,3053
interest:,1,3054
interim,1,3055
intermission:,1,3056
interpret,1,3057
interprete,1,3058
"intombe,",1,3059
intrenchant,1,3060
"inuenter,",1,3061
inuention.,1,3062
inuest,1,3063
inuested,1,3064
inuisible,1,3065
inuite,1,3066
"inuite,",1,3067
inuites,1,3068
iocund:,1,3069
iouiall,1,3070
iourney,1,3071
ioy,1,3072
ioy.,1,3073
"ioyes,",1,3074
ioyne,1,3075
ioyntly.,1,3076
is.,1,3077
is:,1,3078
isles,1,3079
it),1,3080
it?,1,3081
"iudicious,",1,3082
iugling,1,3083
iumpe,1,3084
"iust,",1,3085
"iustice,",1,3086
iutty,1,3087
kalender.,1,3088
"kernes,",1,3089
"key,",1,3090
key.,1,3091
kil'd,1,3092
"kill'd,",1,3093
killing,1,3094
kind,1,3095
kind'st,1,3096
kindly,1,3097
"kindnesse,",1,3098
king's,1,3099
king-becoming,1,3100
king:,1,3101
kingdome?,1,3102
kings:,1,3103
"kinsman,",1,3104
kinsman.,1,3105
kinsmen,1,3106
"kinsmen,",1,3107
"knees,",1,3108
knell,1,3109
knit,1,3110
knits,1,3111
kniues;,1,3112
knock,1,3113
knocke,1,3114
knockes.,1,3115
knocking.,1,3116
knocking:,1,3117
knocking?,1,3118
knoll'd,1,3119
knots,1,3120
"know'st,",1,3121
know't:,1,3122
knowes:,1,3123
knowings,1,3124
knowledge,1,3125
"knowledge,",1,3126
knowledge.,1,3127
known,1,3128
"known,",1,3129
knowne?,1,3130
kytes,1,3131
"labor,",1,3132
labors,1,3133
labour'd,1,3134
lac'd,1,3135
lady:,1,3136
laide,1,3137
lambe,1,3138
"lambe,",1,3139
lamentings,1,3140
lampe:,1,3141
land?,1,3142
"lands,",1,3143
"lappe,",1,3144
lapt,1,3145
largesse,1,3146
last.,1,3147
latch,1,3148
late,1,3149
late.,1,3150
late?,1,3151
lated,1,3152
"later,",1,3153
"laudable,",1,3154
laue,1,3155
lauish,1,3156
lay'd,1,3157
"lay,",1,3158
layes,1,3159
laying,1,3160
lead,1,3161
leade,1,3162
learn'd,1,3163
learne,1,3164
lease,1,3165
